ques,skill
7627,59
7497,178
1504,102
5315,94
2081,113
10295,9
6585,69
1483,164
74,30
9526,178
8282,111
9080,91
1509,72
9649,19
1659,16
2705,98
9785,65
5456,110
2443,98
11507,164
805,77
879,26
1999,57
10939,57
3022,155
8959,107
11180,119
932,37
11537,164
4828,110
10456,61
3584,43
9074,30
3091,110
10245,26
10969,57
1043,26
4384,69
10509,72
8855,107
5145,167
11210,119
4932,59
3517,110
10999,57
3979,141
2597,110
2234,58
6293,152
85,114
7635,30
8621,61
9842,144
10613,21
2063,176
423,109
9019,107
11314,68
617,160
2549,69
3306,48
9431,51
5325,111
6624,107
5374,3
2963,59
7007,30
3039,54
8044,26
1024,110
661,58
647,160
8787,107
4458,152
8952,174
3800,152
8516,21
9727,170
6392,107
2484,182
10015,48
4321,39
10372,93
7433,30
17,114
7598,97
4263,34
1054,110
4001,34
732,59
3830,152
992,171
9233,170
2796,80
3897,61
7727,103
3396,75
10913,43
484,115
3934,101
10422,156
4536,169
1160,105
912,3
3575,168
6586,107
8941,119
512,69
10570,27
10011,63
3302,9
9427,12
10943,43
4762,108
1947,111
11704,141
1248,110
5669,31
4139,102
7416,160
3233,30
4751,107
10480,110
11278,90
595,80
11472,141
9667,7
5864,98
9774,69
7580,160
2055,152
3001,30
2739,30
4255,61
303,29
3549,20
4190,16
7987,110
2431,35
4970,164
6071,145
694,35
2746,46
3940,26
5858,37
4144,21
5324,103
6955,84
1529,55
8050,58
5451,63
2966,170
10046,137
27,107
9361,34
25,34
844,137
3836,26
5393,58
10219,65
3708,26
11654,107
11291,55
6337,48
55,61
550,40
1214,20
4650,135
4823,63
2297,169
2371,118
7698,141
3738,26
8991,100
2158,10
5124,176
1927,77
1605,26
11684,107
11587,174
85,61
219,61
5076,135
9685,107
10240,137
5688,110
11739,164
3310,114
2914,114
7616,85
7647,152
3574,160
11526,56
1507,26
251,107
4002,48
10416,154
7514,158
8211,86
11521,62
3793,59
11226,144
9118,9
9508,164
17,61
2197,72
8594,9
8800,77
9483,107
3409,69
4166,48
3770,48
9633,51
3444,63
9371,51
3846,43
9932,118
10196,164
5108,157
3289,125
11202,93
7867,30
9383,61
3973,3
5093,34
10709,160
426,57
4196,48
4175,110
5313,158
1749,43
8994,77
1652,110
8175,159
11796,27
4776,111
1779,43
1146,130
6669,65
199,27
1245,109
1756,59
1057,58
3237,69
6062,30
7182,61
9100,72
5468,45
7124,56
5431,163
2855,152
5259,56
2807,111
1349,58
1786,59
1846,110
3318,34
2885,152
8212,175
3930,9
2237,116
358,33
11051,7
139,110
3086,34
4719,61
1050,152
5296,72
3017,55
11654,54
6927,26
11046,171
3291,35
9447,105
4287,30
8956,53
8560,53
9845,151
4404,26
2214,81
6794,32
4604,87
9011,110
10828,69
9735,141
887,107
11341,65
4696,26
8132,141
4434,26
9613,151
4172,26
9062,48
5094,72
2155,9
6403,2
11642,178
11031,24
11493,55
7139,43
7199,94
3553,169
628,4
8162,141
4598,26
1428,30
2944,61
1989,97
7382,151
1496,164
2863,72
2601,72
7229,94
947,107
2504,139
11401,65
685,107
8169,157
2687,31
8705,137
2629,26
6366,69
6748,171
9538,111
9175,59
3289,72
10313,107
6840,110
5780,130
1449,102
5260,94
6495,75
2659,26
3096,27
8275,152
1863,92
10343,107
4230,114
3834,114
5267,110
4174,182
148,36
7581,121
10505,61
11839,21
7469,65
11206,108
2703,109
428,26
562,26
4037,69
11544,103
504,21
960,72
3255,33
9702,87
5035,110
5169,110
543,134
7761,65
4290,141
6470,152
11048,57
8140,61
4067,69
7616,61
10266,21
1353,124
4842,65
11155,119
9010,102
4951,8
8292,51
8517,169
1783,58
10618,72
8702,107
6553,163
3715,152
5532,111
5270,111
9477,103
9840,155
8322,51
8745,154
2556,166
7033,19
44,170
10250,26
4525,142
5125,137
8732,107
707,110
9507,103
6172,40
11103,63
6471,107
6248,35
10455,27
422,99
496,48
7929,133
7607,82
8102,61
760,94
3410,54
3437,157
8341,77
603,110
737,110
811,59
9314,58
1535,90
112,58
186,7
9537,103
7759,72
3102,59
9852,114
11283,7
691,115
33,115
10200,43
9707,110
445,59
901,110
9668,155
2573,65
3872,61
11315,80
5662,72
4666,107
5101,35
5142,36
9201,130
1069,44
9737,110
2750,142
475,59
6963,114
347,59
4781,30
6637,129
9279,171
4036,61
3673,9
3378,61
2382,96
8369,135
4038,107
6789,119
7661,48
8187,94
1977,168
3804,61
11412,147
4464,107
234,131
1805,61
1543,61
285,96
6573,63
7307,58
2182,169
7622,69
4850,119
2334,159
8358,110
7774,59
9306,34
10426,65
5701,110
5324,160
4639,57
673,154
5833,37
2114,11
1737,61
345,96
11599,107
11203,107
2116,57
4329,16
8126,110
8200,59
1596,21
3805,16
1656,72
7179,7
4768,63
3345,31
2753,119
10328,65
5106,58
11520,164
10111,30
7158,69
8880,168
1767,61
5182,53
5652,2
1684,26
11730,159
7512,8
9556,158
9234,107
1424,72
2799,63
4736,124
6540,33
9134,61
598,114
8738,61
3710,105
3347,53
11547,51
5399,64
9136,107
9309,35
3285,114
3814,54
10820,72
4309,33
9240,56
9735,35
3678,166
1174,31
4090,110
3768,59
9879,164
9920,165
8798,61
9617,164
8569,9
1986,94
1070,58
9404,56
6933,61
8985,72
8589,72
884,53
7197,107
7257,158
975,171
1880,48
3858,110
3462,110
3932,59
3274,59
9647,164
8962,61
500,63
5843,30
5829,132
6963,61
6641,10
7386,164
6701,61
8881,72
7287,158
9978,119
10374,119
6703,107
10926,43
926,63
9305,26
1627,110
1365,110
6269,30
1208,126
1078,53
7566,108
7046,72
8300,103
7145,51
1259,64
10292,63
11278,94
11090,43
8203,170
7881,119
1395,110
1469,59
1073,59
1106,7
5641,30
6895,61
3263,34
516,141
6754,21
6814,72
10002,58
1633,59
5805,30
3730,35
3716,137
1575,54
6580,26
9026,156
5000,10
2878,169
4402,61
10352,63
7679,119
11187,110
6025,154
1603,8
2723,39
2131,127
2929,107
2667,107
6437,98
6127,57
6226,36
4613,72
4821,21
8544,166
8181,114
4025,87
8822,110
8956,110
8560,110
7054,43
10717,137
9995,152
1170,102
8588,64
2040,143
598,61
1322,92
1225,159
996,107
11316,65
6591,110
1373,30
2493,61
2889,61
7426,157
7199,151
3204,72
628,61
2284,72
9603,55
3703,170
6755,110
6433,59
6493,110
4987,43
10477,30
10642,97
2178,26
10774,24
3358,108
7491,151
1343,164
2710,72
2314,72
10258,107
10392,107
711,72
301,174
9800,168
8129,34
465,16
8987,65
7958,152
3596,57
11507,144
11680,72
560,61
10422,107
81,26
4575,48
7252,111
6949,110
9681,72
8448,137
1065,169
7066,106
8200,35
4554,110
4292,110
4366,59
4762,59
4030,110
11537,144
3758,176
4803,33
10452,107
10107,72
8364,35
4658,59
4718,110
8207,51
4734,54
364,98
10993,57
13,26
2721,156
1275,140
7200,55
10273,118
4403,75
8866,30
6791,35
5335,55
2487,110
305,26
7591,61
645,94
10606,119
7304,4
2901,100
5825,40
6386,107
7755,61
5707,169
9477,160
9155,109
6577,25
2207,69
4465,148
11621,110
2736,9
7440,26
420,110
4231,102
9088,176
9187,155
1482,136
7912,21
11286,12
8801,119
760,151
11651,110
209,48
11403,8
809,43
11700,2
450,110
54,110
524,59
885,38
7680,21
140,69
8703,119
3293,61
6989,103
3953,107
3631,56
3691,107
5871,118
9682,110
9742,161
6908,114
9158,110
9191,58
11486,19
7578,94
9496,105
7306,160
4501,97
5239,26
8995,119
9096,171
1391,152
2203,30
3323,61
5973,21
11463,8
114,137
7705,27
9221,58
3376,72
11205,157
7608,94
1722,107
5665,26
9897,48
4376,159
6368,119
4064,72
9628,8
11014,158
1228,107
7788,38
8712,157
9945,65
7800,48
9396,8
6583,84
7233,166
3110,87
7779,110
5021,58
1022,15
4759,58
7321,171
8968,96
4301,119
8071,110
4435,119
7124,7
1205,72
1735,72
10139,65
221,87
5111,109
4715,109
8264,101
10518,61
6643,84
2514,160
1466,5
10571,72
134,91
5576,64
5166,166
8220,179
2332,119
8030,55
11726,97
5256,59
8993,102
9824,30
2408,114
6986,19
5291,53
7908,65
7324,14
9178,40
1533,72
11230,51
2036,134
11512,114
6818,34
8012,14
3609,110
3743,110
1864,27
3347,110
3044,109
9532,164
5415,65
2206,141
3532,48
5827,9
9624,103
6052,127
5427,75
6982,34
6586,34
2317,130
4645,39
9300,164
11131,21
6089,167
5841,65
7167,164
6616,61
8796,72
320,176
8534,72
11572,114
11706,114
7053,35
3803,110
3145,110
3615,59
9895,165
9592,164
9969,114
884,110
958,59
655,58
5526,30
9222,72
8960,72
11676,63
5167,97
6970,158
7118,56
9721,170
9795,119
10459,99
2057,152
3571,110
9737,114
947,58
6241,133
7361,164
726,59
6354,10
6414,61
6092,10
2916,34
4415,61
7587,103
9767,114
5572,159
1437,43
6731,118
10501,109
542,130
10280,110
944,110
9991,7
1078,110
6840,61
8323,144
11014,105
5153,148
6361,26
8240,109
8300,160
4445,61
6497,72
9549,12
27,34
11430,141
2582,107
4896,118
138,23
453,34
7137,1
5384,57
8758,48
7304,114
2612,107
8737,110
11684,34
7528,7
3519,30
10805,65
5777,109
7334,141
7654,119
11465,111
8889,100
7410,136
3038,107
11219,55
3910,36
11714,34
5962,47
1598,71
1631,19
9715,34
10835,65
513,34
5578,57
2606,46
11744,61
3431,159
8009,64
1801,26
5483,170
3738,87
2296,5
8213,59
8287,8
8669,110
7910,58
1605,87
3634,114
4391,93
7701,69
1452,30
10712,8
3576,109
1033,46
11514,107
4411,156
3685,52
8189,8
9777,107
709,107
6304,110
10684,30
2602,61
11179,9
8902,65
5470,69
9281,61
9679,107
739,107
11611,16
4624,48
6468,110
6049,126
11572,61
8932,65
8536,65
11623,26
9969,61
9996,164
9806,40
348,77
26,26
1509,109
424,72
102,21
3462,114
7710,107
9950,169
7481,55
10084,169
1859,114
1463,114
11482,144
1960,166
11220,144
8978,9
10512,57
1599,160
9739,107
11370,88
1351,58
2545,38
11535,155
9656,72
192,72
7552,56
4966,111
4475,59
4139,110
8385,30
9162,72
4470,65
7904,107
7582,56
1434,69
4109,59
10537,63
3028,141
1149,58
7670,61
9850,72
9192,72
8237,108
7538,107
7672,107
8313,103
7327,72
7005,21
5539,107
7500,0
1006,130
10053,27
2200,110
1804,110
8366,114
7989,164
523,161
3544,34
5192,184
10453,119
5305,61
10469,63
5703,107
11267,43
11506,59
10083,27
4273,35
1260,23
103,110
5073,61
5207,61
8218,0
3856,97
11408,59
3507,101
6697,160
7963,16
3634,61
1815,29
8095,135
5156,72
4261,159
8402,63
3636,107
3240,107
8567,130
9305,59
3809,35
7909,130
177,8
5094,133
7389,94
6989,160
387,3
10800,152
7539,38
2208,81
3402,61
7574,32
3404,107
267,59
11461,19
1667,107
646,55
720,4
5785,27
6206,57
2353,31
0,65
6562,69
6923,48
775,61
9503,178
11363,19
6201,63
4112,170
8418,141
8733,152
6477,119
1463,61
805,61
11385,158
3193,21
11123,158
11197,107
6231,63
4478,119
7462,110
9394,19
4232,63
2547,31
4368,109
2140,57
985,5
4856,48
1723,119
1360,67
5037,59
11544,164
3049,26
11282,164
430,133
1946,164
10597,61
7823,65
5247,54
5233,156
7561,65
9044,148
11430,35
10516,72
11636,103
1314,72
4426,63
3382,27
5335,59
6422,142
4636,58
11427,114
11050,164
11650,159
1309,78
1080,26
2241,58
422,26
8762,61
8366,61
10418,72
8630,107
8764,107
3051,48
9539,103
4707,59
5497,178
9974,31
2896,110
11170,57
3104,59
4962,19
6538,101
11469,124
7501,148
5360,65
695,161
4735,13
4999,59
9569,103
7387,19
5265,178
3322,110
2262,130
3396,59
6706,35
2509,7
8389,179
4099,152
8875,72
9599,103
6959,107
6563,107
38,170
3090,110
2768,59
2801,7
5381,137
10186,21
11817,2
5554,65
1225,110
7983,26
11679,68
11720,69
8583,21
8247,72
371,171
2932,59
4728,107
11711,141
1067,59
4977,30
8640,124
549,69
1407,100
4098,61
6412,72
9464,12
9262,63
4496,107
11285,90
225,130
660,58
701,59
678,75
9781,69
3528,66
9381,135
3866,61
4130,107
11812,142
1506,55
3857,133
4554,61
10044,48
5331,103
5465,103
4807,103
2295,107
11629,34
7226,130
6279,27
9352,90
1513,71
5250,114
9713,69
9350,17
4322,61
3926,61
2233,168
791,86
1622,14
331,101
5895,37
69,101
1927,61
10449,110
4241,72
4113,72
11298,55
8419,43
7503,7
9019,38
996,87
3671,77
1716,184
1829,61
4009,72
4143,72
4060,37
5807,166
5330,12
2903,97
5520,109
1884,118
5272,7
3775,26
6788,38
11719,61
3909,26
11323,61
11818,40
380,97
5251,69
7130,152
5746,48
8194,59
4964,12
423,174
10829,61
575,164
286,61
24,61
9550,158
610,158
5293,79
4272,27
339,72
5755,110
10397,30
7289,158
7650,137
1576,99
1574,26
8994,61
10986,21
9580,158
11720,16
2747,68
7977,158
3860,59
4316,110
3994,59
8166,30
1280,114
9420,61
11600,72
11472,72
9684,107
2911,68
9339,72
8929,174
8483,87
972,119
8330,30
3205,141
6793,61
10618,109
1719,110
11375,88
1168,7
1333,74
6957,61
1071,74
9137,72
3459,34
2892,152
8052,35
7033,56
8029,51
1848,116
4061,75
1980,43
3141,75
2145,110
5529,35
1823,59
1897,8
1561,59
8940,93
5250,61
11270,48
5122,61
1575,115
11773,110
8137,119
4802,56
1913,110
8079,114
3717,19
508,95
145,43
3125,107
10428,119
7159,144
4756,61
1357,13
7905,119
11219,59
7484,62
6925,98
6529,98
3724,35
9018,110
11348,65
892,34
5448,180
4703,26
8123,170
1612,131
3282,40
5235,72
2139,25
471,162
108,110
1403,142
8027,58
11378,65
1493,35
9117,65
3363,5
9474,110
8816,110
10973,137
11107,137
6702,160
6817,110
5295,72
2719,61
6778,155
7017,171
11098,24
3756,57
2374,26
7553,151
4688,37
9545,111
4779,155
4952,83
6146,63
10320,107
5884,63
4131,119
7078,43
722,107
8363,141
9138,137
4702,93
1146,61
3862,52
10484,107
4161,119
11167,137
7576,111
5033,48
1758,36
8568,142
1372,0
8980,86
9079,65
11063,164
6567,69
2733,93
2471,93
2832,72
569,26
3929,119
7740,111
571,72
10433,118
4518,110
1629,164
8230,96
2519,110
10659,57
4831,48
1245,174
4734,115
735,72
8209,158
7524,55
5509,111
2133,47
11568,26
4548,110
11733,93
2211,115
10951,57
4995,48
1101,21
7575,178
7292,55
2264,99
10340,61
6621,35
9224,149
1519,130
2216,58
2653,59
1954,58
8341,61
300,93
811,43
7454,9
10467,21
9735,72
2426,53
8739,107
5818,61
5078,59
11432,114
11566,114
6478,107
9328,98
2757,8
2743,110
2817,59
3840,157
6952,148
9569,160
9280,57
1542,90
7267,159
8863,119
11290,7
7343,154
2488,126
452,59
7928,26
512,110
6012,61
5616,61
4721,148
8893,119
11380,58
639,43
2592,75
3753,107
4945,14
11769,18
280,110
7525,144
11074,136
618,105
7601,139
3781,61
6984,170
6796,119
7472,109
5162,25
9959,48
3087,30
6863,1
1460,168
5467,72
2652,75
4209,107
3813,107
3625,56
8482,130
810,59
5058,52
1585,55
6937,108
3841,61
2459,30
10007,65
81,34
9382,13
5012,57
4239,107
6856,119
11180,107
2341,159
11312,34
11749,35
7344,58
7404,109
5659,26
3147,30
7890,2
5997,21
5331,160
4807,160
2006,61
9030,96
11210,107
1746,107
8133,110
7871,110
1663,72
6126,27
5097,114
9541,19
7625,54
2859,98
3993,27
1512,61
6765,135
879,148
1190,10
1429,26
3232,87
4527,119
6156,27
7350,7
7391,8
5201,63
9301,158
9571,19
8998,157
1045,36
9245,34
10365,65
8678,152
2604,114
4118,72
7075,152
1197,26
9997,19
9143,107
9712,35
813,36
10312,30
3409,110
8909,61
4069,156
10827,72
4564,135
1625,72
9247,56
5174,64
3386,99
4640,130
8814,174
10006,81
10080,30
4194,43
2000,134
11200,61
3932,43
9624,164
11515,72
8939,61
1597,94
10595,72
10669,21
5903,65
3115,171
3886,48
5806,132
2867,69
8992,72
52,72
6713,55
1289,99
3166,109
9654,164
8969,61
9103,61
7393,164
6708,61
2635,69
9894,1
3617,166
6972,107
7106,107
3237,110
2226,22
7423,164
8068,87
5616,142
6791,72
11285,94
10963,43
963,63
1004,64
1872,59
4836,152
1800,156
3008,34
8954,72
2575,152
8098,87
3769,132
9993,114
7417,103
5301,107
11261,43
5039,107
1432,110
9246,72
5775,148
400,84
5009,56
6525,87
5941,36
7327,186
9352,94
3243,35
11321,43
9535,151
10925,43
656,23
3273,35
7084,27
8963,110
6822,27
7121,94
4865,61
4469,61
5170,108
2095,184
1088,30
7896,63
5545,170
5223,119
8993,110
9717,141
8368,58
7972,58
5883,165
6031,63
5635,63
607,107
2787,118
11457,65
11061,65
780,35
9904,152
8386,48
2923,164
2634,61
2708,10
2372,61
3294,107
7105,99
6783,48
8761,110
8895,110
9899,158
9971,34
9136,172
7710,34
253,117
2080,10
8281,8
9527,178
8520,24
9640,55
667,107
3740,170
405,107
6792,110
4950,94
877,102
9256,65
2349,26
829,61
567,61
2747,72
3357,1
9670,55
9771,107
468,55
338,174
486,72
1270,154
3920,114
3336,63
2340,98
9024,65
9799,61
10459,107
9801,107
1735,109
3989,69
4088,48
7885,142
4313,166
1217,119
4859,110
4463,110
454,133
627,61
11821,21
1041,78
9831,107
5636,152
680,72
284,72
2934,32
8362,107
2515,48
6582,3
830,16
8001,101
1719,114
9993,61
6361,34
7598,61
3525,69
10920,47
10708,164
5259,178
5620,157
2755,43
4040,141
5013,122
10536,57
7762,61
8923,93
9680,72
8160,107
10515,119
6124,40
4169,147
5503,107
11587,109
2426,110
2500,59
9671,144
11207,53
188,94
3502,34
427,110
3861,152
2405,172
7276,144
9590,155
5517,163
5795,107
11122,130
11658,110
4710,70
480,94
6170,169
614,94
655,95
779,161
5561,61
607,54
5563,107
11688,110
3300,61
11440,8
9310,114
5600,174
9846,94
3698,107
6315,119
225,110
9798,53
6845,92
11019,136
7313,160
5246,26
2458,132
3726,61
4510,143
5778,72
8059,135
6741,119
3728,107
3466,107
9531,59
7671,26
6652,47
6683,114
7615,94
1640,35
11824,132
11372,8
458,65
5026,36
7383,94
1497,107
10258,172
2955,133
5269,144
8653,69
9387,64
4984,160
7050,69
4794,36
1525,61
1659,61
3443,72
7149,48
7413,94
4600,170
11694,35
2624,154
7031,177
5680,21
3209,26
4766,58
7080,69
11155,107
175,76
4122,114
10872,169
3373,26
2977,26
1457,61
1061,61
5992,84
11754,35
1721,107
11657,102
5435,166
1450,21
3327,31
8943,157
10714,118
5585,110
5189,110
29,35
7825,172
11636,164
5001,59
4978,48
2528,176
1406,72
5615,110
4233,79
5501,8
11404,164
11538,164
6959,34
6563,34
11554,108
7495,14
1172,26
3092,110
5305,69
3527,38
8854,61
1174,72
9118,107
1112,160
9687,35
2405,119
9155,174
2058,11
6595,107
482,114
8226,61
6096,167
10705,139
9684,87
9717,35
993,37
9298,51
6625,107
1597,151
3810,110
3548,110
3152,110
774,114
6701,102
7532,30
11255,175
1780,43
947,42
9312,107
2044,89
6787,61
9429,103
11743,114
6977,158
9728,170
2656,64
6789,107
70,119
2518,130
4986,19
558,58
995,59
7368,164
8735,72
5400,9
10061,171
6423,107
2094,152
11065,27
1085,110
2205,141
6585,61
8765,72
4537,169
4875,164
10472,48
6242,72
1911,44
1451,59
11051,105
6615,61
10764,48
4220,61
3333,9
4618,107
289,152
4752,107
784,131
10481,110
5764,46
2926,35
7723,58
8220,110
4384,61
304,29
8133,114
5596,31
1226,75
2387,107
2956,35
4191,16
5476,114
4548,61
2440,118
4465,26
4069,26
2549,61
2153,61
4715,174
5661,52
4205,72
5168,119
2155,107
6362,99
7121,151
8938,110
4331,184
3499,31
4495,26
3575,26
2579,61
2317,61
1100,97
5594,119
5198,119
2236,72
716,107
1514,87
5024,124
965,30
4339,21
10392,148
11551,107
11685,107
6496,48
2786,108
348,61
11602,72
482,61
86,61
2662,72
8069,24
350,107
861,57
88,107
2268,118
5,72
11579,61
2032,26
2756,57
5466,68
10003,164
10374,107
9281,179
9978,107
9353,55
4950,151
11743,61
7455,107
4244,110
6181,171
2196,26
1800,26
8228,30
11662,72
8857,9
9746,107
9484,107
4429,48
3633,114
7881,107
7518,55
7122,55
11690,26
3649,58
7446,152
8258,30
1126,58
3440,69
4197,48
363,72
4535,43
7589,56
4176,110
7987,102
1664,114
983,130
2810,23
9197,26
1552,58
1156,58
7966,164
11610,16
5627,96
4245,65
7679,107
7316,55
9271,133
2207,110
2281,59
25,26
3461,141
1186,58
8703,26
5379,152
6191,30
7445,61
8031,158
9775,16
7760,72
9053,31
1480,131
2633,110
11573,110
9391,26
9432,27
73,43
2387,54
8229,119
5777,174
9918,78
1817,59
1982,126
3217,107
140,110
214,59
4520,30
5244,61
480,151
11767,110
5297,72
8671,63
9395,94
3247,107
343,38
6569,93
4929,26
9846,151
9559,94
2176,126
3277,107
9798,110
4209,87
3149,107
3576,174
5799,67
8878,110
7298,94
11695,183
11433,183
6749,37
5095,72
3441,107
6930,48
9244,59
7821,27
7328,94
3682,169
3568,67
10081,152
2178,148
7383,151
9637,111
9408,59
946,61
3126,72
11266,19
11400,19
6634,63
7358,94
2365,159
962,5
1509,174
7904,38
4398,93
10484,168
2457,98
9141,65
3288,26
4449,58
2630,26
6367,69
7413,151
118,30
1372,61
714,61
2894,72
6664,63
11201,159
1636,107
11259,137
8223,141
895,72
4329,114
3805,114
9433,65
5104,110
11289,164
2660,26
645,82
1006,61
5937,84
1272,180
4532,69
1082,56
5027,48
9333,19
7582,121
3086,26
3127,27
1836,114
2001,181
10636,107
2248,58
429,26
11545,103
1223,72
4201,63
629,87
9340,35
4,35
5036,110
1843,130
2278,58
8141,61
4068,69
6248,80
1253,72
8801,107
11115,118
11117,164
3463,110
9514,164
2368,109
2516,7
427,114
8567,61
9654,144
10619,72
6692,97
11186,119
5533,111
7162,19
3590,43
6743,35
3097,110
10975,57
2969,110
7939,61
10589,21
8178,77
4270,152
2465,18
6734,107
10644,78
3335,59
487,114
7608,82
8365,61
6317,169
899,58
3813,34
8342,77
11757,69
1724,141
2891,18
301,109
6764,107
9119,119
11284,7
4369,107
6159,118
8809,78
2587,142
446,59
5336,81
8052,72
2374,34
7864,21
1271,172
10417,48
4135,61
8202,16
819,48
4690,91
10262,110
10396,110
2429,91
1513,55
8282,160
4250,169
4299,61
4037,61
9216,186
7452,53
2121,96
4435,107
2261,106
8188,94
10428,156
8996,38
4329,61
4727,107
398,152
4368,174
5502,103
5240,103
8591,110
5619,99
5021,180
5134,57
5235,109
1776,10
2232,61
1836,61
5532,103
8118,48
7813,166
283,148
1013,24
2611,57
9254,23
4851,119
219,163
8359,110
11733,101
7701,110
3007,30
11677,169
5684,93
9555,136
10293,65
10427,65
5077,58
1521,26
2264,107
6149,48
5753,48
4330,16
1,61
8127,110
8201,59
9527,158
2183,118
572,35
5503,58
6590,141
2958,114
10112,30
3092,114
11628,61
514,30
4360,16
9557,158
33,107
9501,34
602,35
8090,19
11658,61
10629,148
1715,26
11711,72
11315,72
2375,72
9587,158
9795,107
1496,103
11688,61
2830,63
1011,31
5204,125
4323,110
9454,164
9165,61
5560,137
3378,53
11784,119
8022,19
10336,30
8362,87
10676,98
2511,94
8799,61
461,129
3804,53
8675,25
1259,109
5039,34
5763,65
9855,107
10232,57
7196,61
1271,119
7198,107
10871,165
7709,30
7843,30
1726,110
330,181
3415,69
9204,123
8882,72
9317,0
4974,147
7624,107
3468,80
3829,59
8135,30
1830,59
9306,26
1568,59
2024,110
7417,164
2329,157
7728,56
4632,9
4733,61
1658,110
7158,61
6987,179
517,141
10911,48
2831,152
4501,61
7151,21
5497,56
8100,170
11121,43
9032,150
3507,142
1762,59
11362,105
2933,55
85,110
4531,61
7181,21
11093,65
4770,77
11413,43
1891,65
5265,56
11464,8
5108,72
5242,72
1792,59
1604,8
2668,107
7995,130
189,59
8966,38
7083,21
3156,46
9106,48
7724,17
11494,8
5520,174
8807,166
2960,107
260,60
8823,110
6445,114
1949,19
3867,30
9557,105
1095,107
11153,65
470,55
10654,152
6158,57
4380,26
9559,151
9008,48
2860,61
7298,151
7273,94
7085,43
6116,181
6188,57
10026,152
3818,114
6266,125
3913,159
3071,72
2085,41
10679,158
9619,178
2547,72
10491,107
11174,137
5288,150
1724,35
7018,110
6622,110
6756,110
4607,166
4244,114
9086,65
146,65
8453,152
6446,69
1344,164
2115,41
6825,65
3936,119
1057,107
7485,111
7122,59
8679,91
4525,110
6738,69
10972,164
10287,61
3991,176
344,26
5160,99
7515,111
7212,110
7253,111
346,72
5213,110
11264,164
3072,27
10317,61
11538,144
7543,65
2936,139
5728,152
10618,174
9974,72
8914,92
8058,107
3391,130
5022,111
5055,59
5705,141
2840,27
9689,61
5319,105
8868,97
2586,110
11182,108
10860,57
2398,59
6154,152
307,93
9816,21
8088,107
7826,107
4689,59
2049,63
2847,43
9770,26
2750,110
10119,180
568,26
8512,61
10867,73
9772,72
8192,56
9011,159
9124,36
8169,72
4853,59
3067,167
6616,159
9802,99
2780,110
11054,57
2518,110
4386,34
3728,34
8981,108
445,161
6704,164
5656,9
669,54
8900,119
5262,55
11750,110
7192,103
9184,63
8879,181
549,110
683,110
8427,57
8501,6
4533,30
8101,72
1893,34
5630,77
6709,107
11780,110
4052,107
4778,19
3790,107
11431,141
9538,160
653,59
713,110
9876,155
9853,171
1661,34
6840,159
7277,160
141,69
10461,27
7252,103
6990,103
3820,107
4954,36
6530,118
757,8
8862,119
9373,69
9359,171
2728,30
3848,61
3982,61
3324,61
7735,48
4644,153
7335,114
6677,114
6751,63
1723,107
11832,30
3616,61
10178,65
3271,26
8161,48
7899,48
7637,48
1751,61
11277,158
8297,94
5449,149
3310,139
9548,19
10208,65
5240,160
1781,61
302,97
2616,108
2789,36
3752,83
5744,43
3030,98
4962,7
9081,152
4686,109
4125,72
167,30
2512,108
4886,170
7387,7
5036,114
10402,65
2303,119
10140,65
3175,48
5448,58
5489,59
286,102
3629,26
8923,101
10057,30
11177,61
11466,164
2241,180
972,26
378,41
10572,72
8293,55
3430,166
11207,61
2671,114
2409,114
7340,137
11605,107
1660,26
9497,164
1662,72
1796,72
4473,135
2874,69
2251,63
6557,34
3348,110
9661,164
9110,61
2814,176
11729,119
11426,118
2677,63
3475,43
3774,110
8020,30
5782,14
1016,58
4813,152
6745,61
7168,164
2511,151
7638,86
1564,48
10824,26
7293,51
9593,164
10842,43
8908,61
537,181
1805,110
1409,110
1046,58
1120,7
1543,110
8827,72
7569,107
934,2
7045,107
7472,174
4912,107
7358,45
1177,110
1647,59
3128,69
4759,50
6939,61
7362,164
2670,157
8931,21
8991,72
3903,65
7714,57
7337,107
4678,61
605,69
5076,107
8450,98
11201,110
1281,59
7392,164
8264,93
10518,53
2947,34
10743,171
5624,97
6059,25
11716,152
3588,30
4708,61
7484,103
7517,51
1806,65
7461,119
10573,110
1445,59
2845,107
1348,126
2581,34
3018,35
492,141
1323,69
716,34
8250,171
8497,48
6678,16
8858,27
7963,114
3009,107
1887,3
1602,19
10196,136
4640,61
3289,97
8018,171
11581,61
2641,61
191,162
7188,94
9502,105
778,107
6507,110
8706,171
10574,65
2869,46
1551,30
5686,119
11384,55
3545,36
7342,130
2328,72
2402,21
7030,43
3048,169
183,55
9484,34
3501,114
7273,151
11777,107
9399,111
1997,93
9564,178
2888,72
2170,21
2230,72
9778,107
3950,98
6567,110
5218,27
8596,137
5426,141
8447,14
7874,152
7478,152
9429,111
604,61
342,61
10466,107
9808,107
3283,170
4491,48
4866,110
6448,172
9970,61
11754,72
8949,9
5377,33
9871,55
10335,159
3387,119
10935,154
425,72
10745,30
7610,55
6080,126
10722,46
2219,47
2260,48
8146,35
4178,59
4634,110
4238,110
10262,61
11483,144
4438,171
10002,107
6069,152
1600,160
8028,164
2109,37
10340,102
3394,135
11552,99
3847,80
4738,59
3717,7
2822,94
8873,148
2665,110
3785,141
483,26
2007,110
