ques,bundle
6675,4956
3442,2460
10482,7724
4429,3130
4195,2963
3040,2157
7887,5744
8687,6322
9008,6643
6267,4609
10547,7789
994,621
6329,4669
6389,4720
3602,2570
1743,1153
11815,8657
2097,1422
10278,7520
2422,1707
5300,3746
6827,5067
936,572
8804,6439
2162,1487
2857,2049
6890,5123
9075,6710
9930,7224
4116,2912
2961,2106
1545,1030
10614,7856
74,18
6018,4376
5564,3940
8222,5976
6842,5082
7444,5416
9555,7054
9140,6775
7323,5355
7356,5303
2366,1667
2894,2052
213,69
719,429
10049,7296
5095,3583
5348,3763
8493,6146
1573,984
1559,1049
11156,8260
8871,6506
5177,3652
9611,7070
1369,925
607,373
693,413
7967,5807
10751,7982
1828,1210
5028,3529
1847,1223
1239,815
2734,1955
7976,5812
6085,4443
1302,871
5631,4007
4034,2856
11231,8326
9587,7063
1251,825
4938,3491
8083,5874
4201,2969
3084,2189
5816,4174
1165,758
6715,4960
9323,6909
2912,2082
6162,4518
3624,2584
9367,6952
3959,2803
845,487
4465,3163
5881,4239
1939,1283
8745,6380
2592,1848
2886,2066
6477,4795
11821,8663
10284,7526
8071,5877
2333,1624
2465,1743
7267,5328
3012,2141
11649,8556
3559,2539
3002,2133
349,212
3549,2531
9311,6912
1985,1291
9330,6925
1042,664
10620,7862
11522,8488
5570,3946
4673,3206
5948,4306
8812,6447
722,430
2258,1571
3880,2752
10351,7593
1452,949
1705,1129
10694,7932
8877,6512
7989,5821
9880,7190
1429,965
8261,6014
4047,2865
613,379
4066,2878
10757,7988
9255,6872
4967,3508
7410,5390
4230,2986
10047,7303
2759,1974
7394,5382
10706,7942
5637,4013
10838,8061
8589,6230
1257,831
2692,1920
10059,7313
3574,2537
5759,4124
5083,3575
7741,5611
10418,7660
5822,4180
8604,6245
8944,6579
5711,4083
7674,5557
10926,8066
5389,3803
1287,858
10483,7725
1787,1181
4471,3169
1138,735
9531,7049
8362,6079
673,406
1973,1307
9987,7265
3113,2219
7273,5334
2550,1813
311,175
8105,5901
7076,5234
985,614
3261,2319
355,218
2098,1423
9011,6646
10191,7445
2663,1875
10550,7792
5954,4312
937,573
1162,691
1898,1254
6332,4672
9076,6711
2264,1577
10357,7599
3518,2510
2955,2104
128,67
422,285
2165,1490
11715,8589
7814,5671
6021,4379
2948,2101
811,474
11502,8481
9143,6778
1550,1042
10424,7666
9440,7001
1360,918
4035,2857
683,410
5351,3766
11495,8478
2725,1948
11701,8583
5395,3809
1293,864
9534,7050
4885,3478
88,8
1831,1213
5031,3532
676,407
7629,5517
9740,7118
1242,818
660,399
7692,5573
8681,6316
2509,1771
1305,874
9733,7115
4021,2851
1865,1211
1156,751
273,138
1128,689
4567,3253
317,181
9726,7112
6276,4618
10556,7798
458,305
7135,5251
10206,7456
11761,8610
8748,6383
952,584
3376,2416
10287,7529
6906,5135
970,601
8074,5880
8514,6152
3313,1838
6836,5076
7438,5410
8813,6448
9305,6910
2171,1496
9939,7233
8507,6149
4947,3487
7564,5485
10623,7865
6788,5035
5573,3949
1779,1157
8525,6166
2372,1671
3640,2583
9149,6784
9462,7015
7999,5827
5487,3882
1841,1217
5044,3541
1670,1106
5357,3772
2750,1967
11165,8269
10697,7935
8880,6515
5186,3661
4951,3498
7172,5267
3211,2298
4954,3503
5248,3721
4678,3339
11221,8322
5431,3842
8323,6045
10112,7366
1788,1182
6156,4512
7665,5550
4592,3272
8170,5951
8335,6055
6490,4802
6509,4815
750,439
3320,2362
4395,3108
1964,1300
5890,4248
4474,3172
9683,7081
7264,5327
2541,1806
10249,7492
3382,2422
10293,7535
1821,699
4830,3450
1036,658
866,506
3018,2145
9308,6911
2553,1816
925,561
7628,5496
634,385
2385,1680
988,617
9260,6870
3741,2661
1683,1115
5957,4315
1702,1128
2397,1690
8255,6008
10710,7944
7183,5267
423,286
610,378
2267,1580
10360,7602
10833,8051
10703,7941
4072,2882
8886,6521
8270,6023
7134,5230
7175,5268
5646,4022
4684,3345
5011,3511
7817,5674
8598,6239
1351,911
11702,8584
2951,2104
5323,3746
9535,7051
7516,5453
11590,8528
5790,4151
1977,1309
5003,3512
6515,4821
8480,6139
8953,6588
3196,2285
7683,5566
11564,8512
8109,5903
10492,7734
9521,7045
4999,3514
264,131
9727,7113
4176,2952
9993,7269
11060,8191
1564,1032
2092,1417
5311,3749
7073,5233
9349,6938
10185,7439
3277,2331
3062,2177
11050,8183
9720,7110
931,567
4343,3065
4570,3256
320,184
2871,2057
452,303
2107,1432
10559,7801
5963,4321
6837,5077
9817,7164
9836,7177
10985,8138
9085,6720
9940,7234
21,9
1024,650
11402,8426
141,74
2159,1484
125,66
4113,2909
4097,2901
2373,1672
808,473
9596,7057
197,90
11705,8585
3710,2640
10676,7918
11309,8356
5626,4002
576,352
3460,2465
1376,930
6030,4388
4889,3480
11492,8477
5174,3649
2741,1960
7964,5804
7983,5817
8002,5830
1844,1220
4060,2874
9877,7191
7626,5516
3705,2646
5047,3544
3202,2291
1299,868
11168,8272
5404,3818
10813,8044
6678,4959
3638,2592
8314,6038
7638,5526
9730,7114
4773,3426
644,378
1172,763
4583,3265
8690,6325
9374,6957
6794,5026
4516,3211
6159,4515
326,190
842,484
7132,5250
1936,1280
1356,705
3918,2767
1746,1156
10565,7807
2611,1863
835,481
8068,5874
733,433
1948,1290
2462,1740
4145,2931
6366,4700
11751,8606
9318,6917
6912,5139
1697,1119
3385,2425
10296,7538
9895,7194
4138,2928
4919,3493
2474,1750
710,422
5567,3943
6845,5085
8822,6457
2388,1683
411,274
9459,7014
9767,7130
1398,944
4397,3044
2198,1522
4073,2883
9243,6864
6010,4368
8534,6175
3102,2194
1686,1118
1727,1119
7563,5486
9760,7127
4063,2875
7480,5451
10413,7655
5009,3507
7185,5274
7169,5266
9667,7084
1324,887
87,42
11174,8278
8889,6524
5384,3798
10819,8050
5769,4134
7162,5263
2673,1909
4624,3292
11581,8521
4687,3348
8601,6242
5781,4144
11290,8345
2028,1353
3991,2827
5440,3851
4010,2840
10121,7375
4870,3469
5884,4242
4468,3166
9006,6641
4223,2840
2972,2097
2043,1368
6265,4607
11447,8450
6309,4650
4186,2958
6963,5174
8093,5893
7270,5331
5899,4257
4483,3181
7067,5231
9021,6656
3391,2431
7599,5506
7057,5223
2095,1420
10188,7442
5951,4309
6825,5065
934,570
9808,7157
1420,958
2413,1702
11375,8402
5544,3921
5098,3575
10612,7854
8540,6181
4278,3018
2848,2044
429,290
7483,5452
8264,6017
4904,3480
9680,7093
2276,1589
10369,7611
2781,1990
10841,8064
2357,1662
11319,8362
5175,3650
1367,923
5086,3578
4630,3298
11312,8359
6083,4441
1300,869
7826,5683
4032,2854
8607,6248
4016,2846
5038,3537
10127,7381
7300,5344
10486,7728
7699,5578
4199,2967
8306,6027
56,21
7891,5748
6098,4456
160,78
1163,756
4423,3126
473,309
6271,4613
3205,2294
8308,6036
10925,8071
7900,5753
8428,6101
3056,2171
10501,7743
9365,6950
10201,7451
1175,766
9717,7109
8743,6378
586,371
1747,1157
4586,3268
6475,4793
2101,1426
6554,4857
3302,2348
3596,2566
11819,8661
10194,7448
836,482
6405,4734
10553,7795
1737,1149
11527,8489
940,576
5314,3714
8758,6393
9079,6714
9934,7228
829,479
199,83
9763,7117
11640,8551
11726,8591
11745,8604
6903,5132
10681,7916
9826,7173
7448,5420
822,476
3714,2642
3480,2475
4132,2926
11633,8548
2256,1569
2168,1493
10349,7591
2360,1663
194,89
9450,7007
713,425
3476,2477
4064,2876
10755,7986
9146,6781
2757,1972
11232,8325
1401,947
4854,3446
5635,4011
7557,5484
5041,3538
5354,3769
6572,4860
3234,2311
1255,829
4221,2981
10057,7311
476,310
3148,2244
5820,4178
2933,2090
8330,6050
5056,3553
2683,1915
8942,6577
6567,4866
1178,767
9653,7083
5835,4193
8152,5936
11825,8667
6560,4863
3975,2817
2031,1356
10124,7378
3298,2309
6168,4524
11023,8164
4392,3105
11837,8677
5887,4245
9994,7268
221,97
353,216
10290,7532
6928,5151
8077,5883
6312,4653
8096,5896
9971,7257
8816,6451
2423,1708
532,339
5516,3901
8028,5846
5301,3747
2849,2045
7209,5285
1699,1125
420,283
2204,1526
4079,2887
6019,4377
2946,2099
8543,6184
8883,6518
8267,6020
10063,7317
3291,2319
10422,7664
9539,7051
7827,5684
2765,1980
3840,2726
4681,3342
11699,8581
5775,4138
11477,8468
3650,2602
5393,3807
9532,7048
1791,1185
5029,3530
3305,2338
4633,3301
7879,5736
5787,4148
8679,6314
4696,3357
6086,4444
1416,786
1803,1195
2037,1362
4019,2849
7680,5563
10130,7384
11045,8178
5006,3519
10489,7731
5893,4251
4477,3175
4202,2970
7894,5751
4540,3231
9015,6650
4347,3065
3597,2567
1166,759
6274,4616
6953,5170
1463,982
10554,7796
869,509
3059,2174
1001,628
10204,7454
32,12
1608,1077
2556,1819
3296,2346
10869,8073
9599,7051
6478,4796
2104,1429
5304,3748
7212,5286
6904,5133
3289,2343
9814,7161
6834,5074
943,579
7436,5408
6493,4781
426,289
2169,1494
9082,6717
9937,7231
7103,5235
5107,3584
10621,7863
6025,4383
11627,8546
7327,5357
7451,5423
8273,6026
9147,6782
9606,7067
11620,8543
5355,3770
7304,5346
9453,7010
5184,3659
5035,3536
1246,822
4231,2987
11235,8328
2419,1682
5471,3874
1309,878
6092,4450
10906,8089
173,85
734,418
7205,5259
7705,5582
10495,7737
166,82
3132,2234
9362,6949
5823,4181
3278,2288
8333,6053
831,472
11082,8207
6507,4813
583,370
3802,2702
3065,2180
1121,719
3318,2360
6169,4525
3452,2360
10210,7460
10229,7473
2581,1838
3985,2823
4513,3208
222,98
1753,1161
8752,6387
956,588
3542,2482
2599,1855
11432,8441
10291,7533
826,478
8078,5884
3978,2820
905,542
6354,4692
215,95
11007,8154
4923,3493
4126,2920
9943,7237
356,219
9299,6906
10627,7869
11630,8547
11735,8600
6852,5090
5577,3953
4814,3442
6722,4980
8819,6454
2265,1578
10933,8097
10358,7600
3243,2199
3482,2481
10701,7939
4070,2880
8884,6519
10764,7995
2744,1963
2321,1631
3943,2775
10842,8063
2766,1981
5644,4020
7815,5672
8596,6237
3164,2256
2949,2102
11171,8275
6553,4770
10066,7320
5766,4131
10425,7667
9188,6822
5829,4187
8339,6059
6513,4819
8951,6586
3808,2708
7681,5564
5778,4141
11562,8510
5437,3848
225,99
1794,1188
5013,3520
1145,742
11036,8171
8471,6134
11831,8671
3421,2447
661,400
9347,6936
911,548
4490,3186
4531,3224
11263,8335
11048,8181
2557,1820
5896,4254
6369,4703
1894,1247
4151,2939
9321,6920
1052,672
3936,2785
6795,5040
362,225
1618,1083
9018,6653
9565,7051
26,10
4334,3060
6937,5160
3239,2039
2401,1694
5961,4319
6728,4986
7511,5395
9815,7162
1064,682
1611,1080
10364,7606
2410,1699
2201,1525
436,295
2960,2102
9560,7057
4095,2899
788,454
8201,5963
591,354
9553,7054
1578,1024
6686,4881
6028,4386
11490,8475
11696,8580
11300,8351
10431,7673
4039,2859
4627,3295
8957,6592
4690,3351
2713,1942
6598,4889
3293,2288
7307,5349
5402,3816
5462,3867
4013,2843
3846,2437
4873,3472
7636,5524
11476,8469
4857,3464
6992,5193
7888,5745
7138,5247
8688,6323
1312,881
1647,1100
6268,4610
2046,1371
8305,6033
4556,3243
8324,6046
10139,7393
10498,7740
6157,4513
324,188
1640,1097
3309,2353
3603,2571
9024,6659
153,77
1744,1154
4922,3485
6283,4625
6472,4790
9631,7071
10563,7805
3283,2337
1633,1094
6424,4749
1756,1164
8755,6390
10897,8095
6891,5124
959,591
9563,7058
2982,2116
4117,2913
7221,5295
6357,4695
1315,869
7344,5365
6843,5083
7445,5417
4319,3047
11624,8545
9473,7020
2367,1668
2178,1503
2386,1681
2620,1848
4129,2923
9946,7240
5498,3887
6859,5027
5116,3593
4808,3440
11513,8485
10630,7872
6034,4392
5580,3956
11617,8542
1684,1116
5178,3653
9156,6791
5491,3884
10752,7983
11239,8330
1848,1224
611,379
5051,3548
6579,4865
187,88
4080,2859
11172,8276
3450,2463
4958,3505
59,24
11105,8222
8694,6329
7739,5611
6101,4459
5438,3849
2917,2084
4173,2942
6163,4519
2847,2025
11262,8327
8342,6062
11822,8664
2910,2081
6516,4822
6557,4860
4845,3456
6307,4648
3327,2369
228,102
6430,4755
9630,7074
11834,8674
8761,6396
544,338
3389,2429
10300,7542
1043,665
9978,7262
914,551
3572,2550
10937,8099
932,568
6719,4979
2411,1700
3942,2763
6738,4992
3252,2316
5270,3726
9952,7246
365,228
10636,7878
11009,8123
1203,775
6731,4989
614,380
8828,6463
10758,7989
1579,1062
2274,1587
4380,2881
4170,1839
10367,7609
2760,1975
10707,7943
8195,5961
5638,4014
9671,7088
11359,8394
8893,6528
4098,2902
791,457
10060,7314
3657,2607
5653,4029
11310,8357
7824,5681
8605,6246
7675,5558
4165,2259
7298,5342
6589,4882
6608,4895
5794,4153
1124,724
5838,4196
8348,6068
6522,4828
8960,6595
6582,4879
11451,8454
11470,8467
7690,5573
2640,1886
11676,8572
10881,8072
1664,1082
9525,7047
5316,3747
8125,5915
9981,7263
7061,5227
10192,7446
9724,7112
1634,1095
1983,1249
6403,4732
1735,1147
1444,971
4369,3085
327,191
2496,1770
371,234
2515,1783
16,6
950,584
6753,5003
2973,2109
554,355
1832,1201
5538,3917
5970,4328
9824,7171
9092,6727
2280,1593
2166,1491
11321,8357
6022,4380
711,423
8505,6149
7768,5627
10025,7282
2797,2004
9441,7002
9460,7015
11316,8363
7830,5687
5485,3882
1529,1028
6037,4395
7700,5577
5396,3810
5181,3656
9159,6794
10440,7682
7630,5518
5032,3533
4576,3253
5054,3551
4658,3322
1306,875
1325,888
5411,3825
1924,1153
4615,3137
7645,5533
2889,2064
2655,1897
6982,5189
7163,5264
8697,6332
6558,4861
10233,7473
9584,7064
6277,4619
1802,1163
2055,1380
3973,2815
9482,7016
1466,985
6166,4522
9371,6956
11439,8446
1943,1287
9033,6668
6907,5136
741,436
8075,5881
6351,4689
8094,5894
5120,3595
196,84
9633,7077
2172,1497
7354,5303
3392,2432
632,385
10303,7545
9962,7252
10624,7866
6789,5036
5574,3950
8829,6464
7454,5426
9463,7016
9213,6841
4077,2885
10639,7881
1690,1120
5589,3965
8541,6182
9764,7129
4747,3390
184,87
497,318
5187,3662
9868,7186
10761,7992
782,450
7030,5219
91,44
9674,7091
11181,8285
8896,6531
8448,6112
7166,5265
7023,5216
3831,2721
1866,1174
7922,5773
7941,5786
3407,2430
3660,2610
6110,4468
8336,6056
8608,6249
6662,4944
2035,1360
8652,6292
10128,7382
6573,4872
6172,4528
11442,8447
7285,5337
4475,3173
11271,8336
244,114
1734,1139
4538,3229
9013,6648
11454,8457
6951,5168
6316,4657
867,507
1667,1085
1606,1075
2554,1817
6439,4764
8770,6405
635,386
4341,3065
2216,1529
6944,5165
2102,1427
5302,3746
3917,2774
6754,5004
10195,7449
1599,1072
9711,7107
5958,4316
941,577
2967,2107
3495,2492
6766,5014
10361,7603
11727,8592
5108,3587
8547,6188
123,66
7977,5806
8271,6024
5019,3515
8123,5897
6607,4883
7033,5220
2283,1596
10376,7618
2639,1874
2952,2105
11133,8240
1207,790
1226,803
1520,1021
2936,2097
1539,1034
10069,7323
6602,4889
5791,4152
3666,2616
6090,4448
7833,5690
8614,6255
4861,3464
8954,6589
7684,5567
7703,5580
5399,3813
10493,7735
247,115
164,80
5847,4205
8312,6038
11061,8192
6278,4620
9395,6941
873,513
4493,3189
3063,2178
9721,7111
10208,7458
2560,1823
2813,2003
10994,8138
6966,5179
11073,8202
8750,6385
321,185
2108,1433
3777,2689
7216,5290
11531,8491
3897,2754
8298,6032
9714,7108
1096,706
1624,1091
10560,7802
5964,4322
9818,7165
947,583
9837,7178
11005,8152
570,367
9086,6721
11524,8488
9941,7235
11733,8598
9830,7175
9627,7075
6929,5152
4917,3493
7119,5249
5123,3598
2175,1500
4910,3490
9153,6788
2319,1629
9216,6844
2929,2083
7839,5696
592,368
5048,3545
1125,602
7709,5586
7167,5266
3681,2590
9751,7124
1864,1170
9401,6974
5827,4185
5698,4071
8337,6057
5063,3560
2671,1909
11086,8211
4345,2526
8147,5933
2409,1680
9375,6958
3651,2603
6574,4873
1204,787
2898,2073
1501,1010
11433,8440
3799,2703
8706,6341
4529,3222
4381,3095
10566,7808
6175,4531
738,435
11844,8684
5894,4252
6427,4752
4149,2937
360,223
2944,2081
10297,7539
10963,8117
6935,5158
9975,7259
629,384
6360,4698
9785,7135
8823,6458
1609,1078
5296,3744
1593,1070
2775,1979
6868,5104
3456,2377
2219,1532
1878,1239
1979,1291
11354,8389
7213,5287
4976,3510
3739,2665
11373,8402
5583,3959
8535,6176
1586,1067
7463,5435
10847,8063
2325,1635
7481,5452
3498,2495
779,449
4311,3012
8550,6191
11175,8279
8890,6525
8274,6027
10070,7324
10770,8001
9426,6993
10429,7671
8378,6084
11108,8225
11127,8238
8656,6294
5650,4026
4688,3349
7305,5347
5782,4145
5441,3852
4732,3392
8457,6121
1504,1011
1229,806
11120,8235
7092,5239
6529,4833
7886,5743
9574,7049
3669,2619
4703,3364
4551,3236
1731,1138
6519,4825
2044,1369
7608,5506
4554,3241
4848,3459
7687,5570
10137,7391
6181,4537
10496,7738
3008,2055
4484,3182
5900,4258
2612,1826
3601,2569
1089,624
9022,6657
2649,1893
876,516
3780,1753
3066,2181
3613,2579
1087,699
2563,1826
3363,2404
8039,5850
2728,1893
6716,4965
9708,7106
2414,1703
957,589
3742,2666
2980,2114
3761,2679
368,231
2111,1436
4916,3485
7219,5293
6611,4885
6823,5064
10971,8125
9701,7103
10850,8064
11325,8357
5967,4325
9821,7168
7443,5415
11388,8413
8408,6097
9089,6724
4127,2921
9944,7238
820,476
10903,8075
6032,4390
794,460
11608,8537
1656,1098
11313,8360
479,304
3682,2628
5466,3871
5039,3538
10018,7281
3299,2338
6570,4860
10037,7294
57,22
2407,1676
3694,2638
6099,4457
8623,6264
3881,2693
11828,8661
11074,8199
4655,3319
7712,5589
10502,7744
1176,767
467,307
7144,5253
1473,990
2908,2079
3303,2349
3790,2696
1090,700
4502,3198
3325,2367
6428,4753
11832,8672
8759,6394
330,194
9834,7177
11436,8443
963,595
2439,1722
3533,2518
2117,1442
8082,5886
219,97
912,549
9888,7184
10569,7811
9786,7136
8411,6098
823,477
3545,2528
11514,8484
9095,6730
4133,2927
9950,7244
4152,2940
9969,7257
6796,5041
1032,587
10634,7876
2425,1679
714,426
2402,1695
6729,4987
8826,6461
5132,3607
1739,1122
2184,1509
5785,4135
11357,8392
523,336
1570,1057
3755,2607
10771,8002
9162,6797
10058,7312
3716,2652
6105,4463
5651,4027
1604,1055
5057,3554
4601,3274
4661,3325
2684,1916
11099,8218
1870,1174
11178,8282
7363,5367
7948,5791
2911,2080
5836,4194
2696,1926
3183,2273
7150,5259
8346,6066
8659,6297
11111,8228
6520,4826
6561,4864
11449,8452
6599,4890
9651,7082
11674,8570
5001,3514
11838,8678
4858,3465
3027,2147
6532,4836
11667,8567
6364,4700
3090,2203
2047,1372
4557,3244
3402,2438
6313,4654
3921,2774
4260,2994
5903,4261
3905,2766
2494,1768
369,232
10306,7548
2424,1709
6751,5001
552,353
3502,2497
7048,5224
8832,6467
10371,7613
526,337
6491,4781
545,350
7041,5221
4264,3005
3514,2507
5592,3968
795,461
8544,6185
10853,8067
7766,5625
4975,3474
8496,6144
1527,1026
11124,8237
9782,7110
11184,8288
8185,5959
8899,6534
10438,7680
2702,1932
4634,3302
3663,2613
8964,6599
4697,3358
6665,4947
5409,3823
3685,2631
8361,6077
4020,2850
4760,3414
10131,7385
7082,5235
5320,3751
7390,5351
7643,5531
4203,2971
60,25
7895,5752
4956,3474
4178,2914
6275,4617
2053,1378
3763,2672
9852,7182
10146,7400
1464,983
6973,5184
1918,1153
10505,7747
37,14
5909,4267
331,195
1628,1091
157,79
9031,6666
2892,2069
6290,4632
1093,703
3290,2344
150,76
134,68
7355,5370
10901,8097
8762,6397
4801,3428
966,598
6769,5017
8405,6096
9279,6889
7228,5302
817,475
11730,8595
5111,3590
5572,3948
9297,6906
9624,7072
5976,4334
7452,5424
2801,2008
2460,1715
9098,6733
4136,2930
6720,4980
9953,7247
3867,2742
8502,6150
3886,2755
10931,8097
11605,8536
9886,7193
495,316
1837,1214
5185,3660
9163,6798
2664,1895
10759,7990
5267,3729
6627,4910
488,313
6093,4451
1329,892
11220,8321
6497,4800
8446,6110
1658,1104
1496,1005
66,31
8154,5938
7920,5771
8701,6336
6108,4466
9855,7183
11083,8208
2687,1919
3848,2705
1470,989
4455,3154
10511,7753
3319,2361
6170,4526
2914,2083
5839,4197
8349,6069
4536,3227
4407,3113
6564,4867
11452,8455
906,543
11677,8573
3334,2376
216,96
4422,3098
6437,4762
11841,8681
8768,6403
11426,8439
2126,1451
209,93
6853,5091
10578,7820
5022,3507
7458,5430
4158,2944
9104,6739
3908,2769
1574,1059
4265,3006
3483,2482
520,335
3720,2654
3505,2500
7178,5268
8835,6470
10,4
2281,1594
2322,1632
7403,5386
10828,8052
10374,7616
11363,8396
3729,2659
513,332
5645,4021
8900,6535
2950,2103
10067,7321
4220,2832
5789,4150
3664,2614
5660,4036
5066,3563
7831,5688
8612,6253
1217,798
10000,7267
11187,8291
7682,5565
11481,8472
1989,1314
6577,4876
11687,8577
10082,7336
3676,2624
5460,3867
4751,3407
5845,4203
8967,6602
3043,2159
51,18
4700,3361
6897,5002
11458,8461
11664,8566
3944,2789
4491,3187
5497,3870
6945,5164
1455,976
6964,5177
6983,5190
5307,3746
9509,7043
1622,1089
151,77
1467,986
4118,2834
1907,1258
3515,2504
3281,2337
20,8
2503,1777
378,241
8213,5968
2222,1535
10315,7557
6820,5061
9270,6882
13,5
8841,6476
5121,3596
8225,5978
2287,1600
117,62
7763,5624
2173,1498
3858,2735
11511,8485
6029,4387
8512,6156
8553,6194
10862,8076
7775,5634
7455,5427
4901,3485
10432,7674
9756,7125
9214,6842
4799,3437
3455,2466
1552,1043
7837,5694
6044,4402
7308,5350
5403,3817
7533,5468
9603,7068
5188,3663
5482,3881
1232,809
10447,7689
7637,5525
7079,5234
8689,6324
3631,2584
4706,3367
9742,7119
7364,5366
11223,8324
1772,1167
10140,7394
8449,6113
6986,5191
7652,5540
69,34
1920,1267
8157,5941
7923,5774
8704,6339
275,139
3962,2805
9025,6660
6284,4626
2062,1387
8090,5887
6173,4529
2993,2125
5918,4276
2585,1842
3366,2407
6217,4572
4059,2859
9040,6675
10898,8096
960,592
210,94
11417,8432
2458,1737
6933,5156
6358,4696
9783,7133
2179,1504
3922,2709
8515,6157
10631,7873
7398,5377
5581,3957
7461,5433
9220,6848
3496,2493
10646,7888
10687,7926
485,312
6703,4973
504,325
5194,3669
3723,2657
605,377
9232,6858
10768,7999
10831,8055
79,38
6636,4919
7744,5613
7936,5783
11289,8344
8455,6119
1208,791
1502,1009
2937,2098
1521,1022
4620,3289
8160,5942
1119,719
6117,4475
8343,6063
4594,3273
2930,2095
6517,4823
11446,8449
10520,7762
3328,2370
6179,4535
11655,8559
10239,7483
4482,3180
6431,4756
2209,1517
3116,2221
3280,2329
11461,8464
1905,1254
874,514
915,552
3912,2771
9789,7139
2561,1824
6948,5167
8037,5848
4997,3518
6967,5180
8777,6412
1984,1291
2223,1536
1882,1243
366,229
7217,5291
6821,5062
9699,7101
7467,5439
2197,1520
4107,2902
5965,4323
6732,4990
3733,2661
2275,1588
8216,5971
10368,7610
7,3
4623,3169
6264,4592
7754,5617
4880,3468
792,458
10774,8005
3615,2561
0,0
2290,1603
7326,5355
11708,8583
10383,7625
5654,4030
3842,2725
4895,3483
1543,1036
5082,3575
8122,5905
8375,6085
10076,7330
6609,4896
7951,5794
454,291
1223,802
3186,2276
4783,3427
7840,5697
8621,6262
6523,4829
8961,6596
10943,8083
11471,8468
7710,5587
5406,3820
4757,3411
5854,4212
6535,4839
7142,5251
1471,988
8976,6611
3052,2168
10913,8096
2050,1375
4500,3196
1635,1096
2375,1660
10143,7397
4604,3253
3367,2408
4370,3086
2899,2074
11536,8489
328,192
1923,1270
2497,1771
1081,695
372,235
2115,1440
11418,8433
1733,1146
10975,8129
9559,7053
10567,7809
8055,5864
5971,4329
9825,7172
11392,8417
3543,2526
9093,6728
4131,2925
1786,1157
11718,8587
798,464
5130,3605
2798,2005
2182,1507
7116,5248
2820,2023
4898,3484
8518,6160
3215,2293
7556,5483
6038,4396
1568,1055
2810,2015
7992,5821
9160,6795
182,87
7530,5467
9600,7067
5479,3880
3227,2303
9223,6851
7846,5703
3230,2308
599,375
5055,3552
1808,1158
4659,3323
10822,8048
1371,891
7716,5593
5412,3826
3688,2634
9739,7118
5197,3672
1181,767
2437,1625
2970,2088
5241,3715
7646,5534
10456,7698
2675,1911
4671,3333
4946,3501
7021,5216
7148,5257
8151,5935
7728,5603
8698,6333
11109,8226
4715,3376
272,138
4921,3444
4733,3393
1486,999
1505,1012
3595,2527
7407,5373
11440,8447
11767,8613
8713,6348
3971,2814
10230,7476
3088,2201
3924,2702
11269,8336
4932,3495
6293,4635
7590,5494
10573,7815
6311,4652
3331,2373
6182,4538
7257,5321
2534,1800
6434,4759
4842,3457
3393,2433
10304,7546
9963,7253
1873,1236
2821,1978
1298,776
9792,7142
1597,1072
8830,6465
11254,8334
8040,5851
626,383
2823,2024
2188,1513
6875,5111
8024,5843
3743,2667
1885,1246
11361,8396
10640,7882
3259,2325
5590,3966
8542,6183
10851,8065
2623,1855
2835,2034
7470,5442
9166,6801
3022,2089
8371,6072
9245,6865
7400,5383
7757,5620
11182,8286
8897,6532
5203,3678
10777,8008
3836,2723
9405,6975
2700,1930
3187,2277
7294,5337
1344,905
11115,8232
7942,5787
4000,2831
4695,3356
5657,4033
6663,4945
4758,3412
7286,5338
11668,8566
245,115
5842,4200
8352,6072
11041,8175
6526,4832
11455,8458
868,508
1627,1085
3337,2379
6188,4544
5907,4265
5539,3869
6440,4765
2549,1774
10310,7552
1914,1263
883,523
3288,2342
7601,5507
4528,3192
10966,8122
9569,7059
8046,5857
6767,5015
1366,613
2500,1774
375,238
2118,1443
8210,5965
7226,5300
9258,6874
4268,3009
7413,5392
9277,6887
5596,3972
9705,7105
7492,5456
10857,8071
5501,3883
2648,1874
5974,4332
11395,8420
3527,2516
2284,1597
7098,5236
5102,3585
7117,5249
8500,6148
10377,7619
2347,1653
7971,5804
11328,8366
8389,6088
9538,7049
3814,2694
8903,6538
801,467
768,290
10783,8014
3877,2750
7772,5631
4041,2858
1663,1105
5663,4039
7986,5819
8615,6256
6669,4951
1992,1317
4263,2907
10085,7339
7960,5803
10444,7686
64,29
7517,5462
3154,2247
8630,6271
9853,7181
5058,3555
8970,6605
4662,3326
7719,5596
5415,3829
4453,3152
4494,3190
10509,7751
3795,2694
6465,4784
7649,5537
9846,7178
6544,4848
3099,2173
7151,5260
1480,997
6335,4674
6562,4865
1097,707
3621,2514
9572,7060
838,483
11529,8490
4824,3445
6773,5021
2124,1449
6365,4701
9037,6672
10576,7818
5980,4338
4817,3442
729,432
4918,3494
1671,1100
5124,3599
9102,6737
3906,2767
4580,3206
6908,5101
8015,5836
620,381
5268,3728
8833,6468
5139,3614
2320,1630
7401,5384
10713,7944
2191,1516
8008,5833
3708,2644
9217,6845
9677,7089
3711,2649
9239,6863
6047,4405
7188,5276
2418,1680
4243,2924
501,322
9169,6804
4960,3504
5254,3722
5699,4072
5064,3561
2691,1923
11185,8289
5421,3835
3738,2644
8452,6116
4617,3286
6124,4480
7655,5543
4749,3405
7154,5261
1483,998
5843,4201
2703,1933
7926,5777
8707,6342
11783,8625
11282,8343
6666,4948
11032,8168
3417,2444
7606,5506
6176,4532
9514,7044
11845,8685
7254,5320
11275,8340
3935,2784
11025,8165
6302,4644
9488,7028
9507,7041
